name,title,file,id
Johnny Mathis,Ev_ry Time We Say Goodbye,Johnny Mathis_Ev_ry Time We Say Goodbye.npy,200
Koko Taylor,That_s Why I_m Crying,Koko Taylor_That_s Why I_m Crying.npy,180
Anders Osborne,Marmalade,Anders Osborne_Marmalade.npy,313
Christopher Lennertz,Dogs of War  Main Title,Christopher Lennertz_Dogs of War  Main Title.npy,136
Philip Glass,Glassworks_ I. Opening,Philip Glass_Glassworks_ I. Opening.npy,160
Chris Brown,Privacy,Chris Brown_Privacy.npy,118
DJ Assault,Nympho,DJ Assault_Nympho.npy,303
Ron Sexsmith,Secret Heart,Ron Sexsmith_Secret Heart.npy,6
Stacey Kent,Tis Autumn,Stacey Kent_Tis Autumn.npy,108
Darin,Only You Can Save Me,Darin_Only You Can Save Me.npy,122
Kimbra,Settle Down,Kimbra_Settle Down.npy,129
Andrew Bird,Roma Fade,Andrew Bird_Roma Fade.npy,80
Ayreon,Day Three_ Pain,Ayreon_Day Three_ Pain.npy,245
John Debney,End Of Days Main Title,John Debney_End Of Days Main Title.npy,274
Richie Kotzen,Devils Hand,Richie Kotzen_Devils Hand.npy,272
Collide,Dreamsleep,Collide_Dreamsleep.npy,379
Peter Alexander,Der Mond Hält Seine Wacht,Peter Alexander_Der Mond Hält Seine Wacht.npy,70
Frank Klepacki,In Deep,Frank Klepacki_In Deep.npy,318
Pastor Troy,Vica Versa,Pastor Troy_Vica Versa.npy,25
Van Morrison,Moondance,Van Morrison_Moondance.npy,327
Elvin Bishop,She Puts Me In The Mood,Elvin Bishop_She Puts Me In The Mood.npy,27
KRS-One,Krazy,KRS-One_Krazy.npy,228
Matthew Dear,Don and Sherri,Matthew Dear_Don and Sherri.npy,225
Hound Dog Taylor,She_s Gone,Hound Dog Taylor_She_s Gone.npy,141
Richard Cheese,Creep,Richard Cheese_Creep.npy,345
Angela Bofill,Still In Love,Angela Bofill_Still In Love.npy,242
Pablo Vega,AI War 2 Theme,Pablo Vega_AI War 2 Theme.npy,279
DJ Assault,Asses Jigglin_,DJ Assault_Asses Jigglin_.npy,303
Paloma Faith,Make Your Own Kind of Music,Paloma Faith_Make Your Own Kind of Music.npy,184
Danny Elfman,Main Titles,Danny Elfman_Main Titles.npy,271
Dan Siegel,Next to You,Dan Siegel_Next to You.npy,259
Ace Frehley,Fightin’ for Life,Ace Frehley_Fightin’ for Life.npy,106
John Denver,"Leaving, On a Jet Plane (_Greatest Hits_ Version)","John Denver_Leaving, On a Jet Plane (_Greatest Hits_ Version).npy",254
Kathy Troccoli,If I_m Not In Love,Kathy Troccoli_If I_m Not In Love.npy,178
Emmylou Harris,Two More Bottles of Wine (2003 Remaster),Emmylou Harris_Two More Bottles of Wine (2003 Remaster).npy,165
Marcia Ball,I_m Coming Down With The Blues,Marcia Ball_I_m Coming Down With The Blues.npy,168
Joan Manuel Serrat,Cantares,Joan Manuel Serrat_Cantares.npy,16
Otis Redding,Pain in My Heart,Otis Redding_Pain in My Heart.npy,431
Otis Redding,That_s How Strong My Love Is,Otis Redding_That_s How Strong My Love Is.npy,431
Prince,I Would Die 4 U,Prince_I Would Die 4 U.npy,172
Dan Fogelberg,Sutter_s Mill,Dan Fogelberg_Sutter_s Mill.npy,4
Harry Belafonte,Hold _Em Joe,Harry Belafonte_Hold _Em Joe.npy,23
Melissa Ferrick,Anything Anywhere,Melissa Ferrick_Anything Anywhere.npy,117
Kevin Gates,Walls Talking,Kevin Gates_Walls Talking.npy,133
Annette Moreno,"Amor, Amor, Amor","Annette Moreno_Amor, Amor, Amor.npy",43
Chuck Loeb,High Five,Chuck Loeb_High Five.npy,201
David Bromberg,Someone Else_s Blues,David Bromberg_Someone Else_s Blues.npy,287
Lynn Miles,Over You,Lynn Miles_Over You.npy,280
Colin James,Voodoo Thing,Colin James_Voodoo Thing.npy,96
Luther Vandross,A House Is Not a Home,Luther Vandross_A House Is Not a Home.npy,404
Desert Dwellers,Spacious Offerings,Desert Dwellers_Spacious Offerings.npy,51
Luther Vandross,Dance With My Father,Luther Vandross_Dance With My Father.npy,404
Etta James,Something_s Got a Hold On Me,Etta James_Something_s Got a Hold On Me.npy,91
Hound Dog Taylor,Give Me Back My Wig,Hound Dog Taylor_Give Me Back My Wig.npy,141
LeAnn Rimes,You Light Up My Life,LeAnn Rimes_You Light Up My Life.npy,226
Marc Lavoine,Le train,Marc Lavoine_Le train.npy,347
Stefano Guzzetti,The Road To You,Stefano Guzzetti_The Road To You.npy,399
SEKAI NO OWARI,Time Machine,SEKAI NO OWARI_Time Machine.npy,65
Tracy Huang,夢不到你 - Couldn_t Dream About You,Tracy Huang_夢不到你 - Couldn_t Dream About You.npy,352
Merle Haggard,Mama Tried,Merle Haggard_Mama Tried.npy,381
Peter Tosh,Oh Bumbo Klaat (2002 Remaster),Peter Tosh_Oh Bumbo Klaat (2002 Remaster).npy,334
B! Machine,Painted Face,B! Machine_Painted Face.npy,202
Coolio,County Line,Coolio_County Line.npy,120
Phaeleh,From a Distance,Phaeleh_From a Distance.npy,249
Dan Fogelberg,Heart Hotels,Dan Fogelberg_Heart Hotels.npy,4
Jason Upton,In Your Presence,Jason Upton_In Your Presence.npy,341
Prince,Purple Rain,Prince_Purple Rain.npy,172
Vanilla Ice,Play That Funky Music,Vanilla Ice_Play That Funky Music.npy,322
Jerry Rivera,Herida Mortal,Jerry Rivera_Herida Mortal.npy,74
Tori Amos,Silent All These Years,Tori Amos_Silent All These Years.npy,158
Marc Anthony,Flor Pálida,Marc Anthony_Flor Pálida.npy,298
Taylor Dayne,Love Will Lead You Back,Taylor Dayne_Love Will Lead You Back.npy,306
Victor Manuel,Soy un Corazón Tendido al Sol,Victor Manuel_Soy un Corazón Tendido al Sol.npy,37
Frankie Cosmos,My I Love You,Frankie Cosmos_My I Love You.npy,35
Ellis Paul,If She_s The One,Ellis Paul_If She_s The One.npy,48
Stephin Merritt,At Madam Plum_s,Stephin Merritt_At Madam Plum_s.npy,46
Steve Forbert,I_m In Love With You,Steve Forbert_I_m In Love With You.npy,305
Nina Simone,My Baby Just Cares for Me (2013 - Remaster),Nina Simone_My Baby Just Cares for Me (2013 - Remaster).npy,167
Lisa Stansfield,Someday (I_m Coming Back),Lisa Stansfield_Someday (I_m Coming Back).npy,139
Phil Collins,Son of Man,Phil Collins_Son of Man.npy,382
Nine Inch Nails,Every Day Is Exactly The Same,Nine Inch Nails_Every Day Is Exactly The Same.npy,85
James Horner,Southampton,James Horner_Southampton.npy,365
Kid 606,"Another Slammin_ Ragga Bootleg Track (Ok, Last One, I Promise!)","Kid 606_Another Slammin_ Ragga Bootleg Track (Ok, Last One, I Promise!).npy",395
Dan Bern,One Dance,Dan Bern_One Dance.npy,377
John Vanderslice,Exodus Damage,John Vanderslice_Exodus Damage.npy,256
John Tejada,Sweat (On The Walls),John Tejada_Sweat (On The Walls).npy,412
Andrea Berg,Viel zu schön um wahr zu sein,Andrea Berg_Viel zu schön um wahr zu sein.npy,52
Paul Simon,Graceland,Paul Simon_Graceland.npy,140
Prince,U Got The Look (2020 Remaster),Prince_U Got The Look (2020 Remaster).npy,172
Stephin Merritt,Poppyland,Stephin Merritt_Poppyland.npy,46
John Tejada,Steppa,John Tejada_Steppa.npy,412
Momus,The Hairstyle of the Devil,Momus_The Hairstyle of the Devil.npy,214
Desert Dwellers,Wandering Sadhu,Desert Dwellers_Wandering Sadhu.npy,51
Frankie Cosmos,Abigail,Frankie Cosmos_Abigail.npy,35
Rick Springfield,Affair of the Heart,Rick Springfield_Affair of the Heart.npy,368
Yanni,Nightingale,Yanni_Nightingale.npy,176
M. Ward,Requiem,M. Ward_Requiem.npy,430
Shakira,Dia de Enero,Shakira_Dia de Enero.npy,304
Sarah McLachlan,Answer,Sarah McLachlan_Answer.npy,314
Sara K.,Blind-Hearted,Sara K._Blind-Hearted.npy,277
Hillbilly Hellcats,Hillbilly Love,Hillbilly Hellcats_Hillbilly Love.npy,203
John Michael Talbot,Holy Is His Name,John Michael Talbot_Holy Is His Name.npy,267
M. Ward,Let’s Dance,M. Ward_Let’s Dance.npy,430
Rick Springfield,State of the Heart,Rick Springfield_State of the Heart.npy,368
Chet Atkins,Deep Thumb Blues,Chet Atkins_Deep Thumb Blues.npy,155
Swum,スモーク,Swum_スモーク.npy,194
9th Wonder,OnTheMoveSoul!!!,9th Wonder_OnTheMoveSoul!!!.npy,166
Ana Caram,Rio,Ana Caram_Rio.npy,293
Jim Lauderdale,I_ve Still Got You,Jim Lauderdale_I_ve Still Got You.npy,57
Oddisee,You Shall Not Pass 14.09.23.01,Oddisee_You Shall Not Pass 14.09.23.01.npy,26
Neil Sedaka,Breaking Up Is Hard to Do,Neil Sedaka_Breaking Up Is Hard to Do.npy,400
Tracy Huang,只有分離 - Zhi You Fen Li,Tracy Huang_只有分離 - Zhi You Fen Li.npy,352
Phaeleh,Should Be True,Phaeleh_Should Be True.npy,249
John Gorka,The Gypsy Life,John Gorka_The Gypsy Life.npy,170
Kate Bush,Cloudbusting,Kate Bush_Cloudbusting.npy,428
Guy Clark,That Old Time Feeling,Guy Clark_That Old Time Feeling.npy,335
Ken Navarro,Juliet,Ken Navarro_Juliet.npy,425
Key Glock,Word on the Streets,Key Glock_Word on the Streets.npy,251
Vanilla Ice,Ice Ice Baby (Radio Edit),Vanilla Ice_Ice Ice Baby (Radio Edit).npy,322
Beyoncé,CUFF IT,Beyoncé_CUFF IT.npy,276
Tom Petty And The Heartbreakers,Learning To Fly,Tom Petty And The Heartbreakers_Learning To Fly.npy,413
Prudence Liew,清晨 - Qing Chen,Prudence Liew_清晨 - Qing Chen.npy,5
Tori Amos,Spark,Tori Amos_Spark.npy,158
Gusttavo Lima,Balada,Gusttavo Lima_Balada.npy,210
John Denver,Leaving on a Jet Plane,John Denver_Leaving on a Jet Plane.npy,254
Eric Carmen,It Hurts Too Much,Eric Carmen_It Hurts Too Much.npy,92
Melissa Manchester,Don_t Cry Out Loud,Melissa Manchester_Don_t Cry Out Loud.npy,44
Colin Hay,Maggie,Colin Hay_Maggie.npy,50
Kenny Loggins,For the First Time,Kenny Loggins_For the First Time.npy,212
Ana Caram,Garota De Ipanema,Ana Caram_Garota De Ipanema.npy,293
DJ Paul,I Cheefa,DJ Paul_I Cheefa.npy,269
Zarah Leander,Nur nicht aus Liebe weinen,Zarah Leander_Nur nicht aus Liebe weinen.npy,366
Johnny Mathis,Remember Me,Johnny Mathis_Remember Me.npy,200
Shawn Colvin,Steady On,Shawn Colvin_Steady On.npy,211
Gustavo Cerati,Crimen,Gustavo Cerati_Crimen.npy,87
Michael Bolton,Said I Loved You...But I Lied,Michael Bolton_Said I Loved You...But I Lied.npy,227
Rod Stewart,Baby Jane (2008 Remaster),Rod Stewart_Baby Jane (2008 Remaster).npy,109
Chuck Loeb,The Music Inside,Chuck Loeb_The Music Inside.npy,201
Emmylou Harris,In My Dreams,Emmylou Harris_In My Dreams.npy,165
Burning Spear,Columbus (2002 Remastered Version),Burning Spear_Columbus (2002 Remastered Version).npy,248
John Michael Talbot,"One Bread, One Body","John Michael Talbot_One Bread, One Body.npy",267
Bill Frisell,Coffaro_s Theme,Bill Frisell_Coffaro_s Theme.npy,422
Richard Cheese,Down with the Sickness,Richard Cheese_Down with the Sickness.npy,345
Lil B,Ellen Degeneres,Lil B_Ellen Degeneres.npy,246
Pedro The Lion,A Mind Of Her Own,Pedro The Lion_A Mind Of Her Own.npy,237
Ricky Van Shelton,I Am A Simple Man,Ricky Van Shelton_I Am A Simple Man.npy,12
Lil B,Wanton Soup,Lil B_Wanton Soup.npy,246
Sharon Cuneta,Pangarap Na Bituin,Sharon Cuneta_Pangarap Na Bituin.npy,14
Bruce Hornsby,Gonna Be Some Changes Made (New Album Version),Bruce Hornsby_Gonna Be Some Changes Made (New Album Version).npy,427
Eleni Mandell,Magic Summertime,Eleni Mandell_Magic Summertime.npy,373
Clint Black,Nobody_s Home,Clint Black_Nobody_s Home.npy,148
Kenny Chesney,Don_t Blink,Kenny Chesney_Don_t Blink.npy,255
Robert Pollard,Flat Beauty,Robert Pollard_Flat Beauty.npy,215
Ana Caram,Olha Pro Ceu (Look to the Sky),Ana Caram_Olha Pro Ceu (Look to the Sky).npy,293
M. Ward,Chinese Translation,M. Ward_Chinese Translation.npy,430
Collide,Euphoria,Collide_Euphoria.npy,379
Houston Person,Since I Fell for You,Houston Person_Since I Fell for You.npy,161
Duke Ellington,The Mooche,Duke Ellington_The Mooche.npy,294
Ben Sidran,About Love,Ben Sidran_About Love.npy,72
Guy Sebastian,Set In Stone,Guy Sebastian_Set In Stone.npy,61
Mark Isham,Flames,Mark Isham_Flames.npy,286
Banda Bassotti,Stalingrado,Banda Bassotti_Stalingrado.npy,199
Lindsey Buckingham,Countdown,Lindsey Buckingham_Countdown.npy,253
Alicia Keys,You Don_t Know My Name,Alicia Keys_You Don_t Know My Name.npy,340
Frank Boeijen,Zonder Woorden,Frank Boeijen_Zonder Woorden.npy,1
Gillian Welch,By The Mark,Gillian Welch_By The Mark.npy,232
Guy Sebastian,Like It Like That (Radio Edit),Guy Sebastian_Like It Like That (Radio Edit).npy,61
Mac Dre,Thizzelle Dance,Mac Dre_Thizzelle Dance.npy,159
David Bowie,Modern Love,David Bowie_Modern Love.npy,22
Jim Brickman,If You Believe,Jim Brickman_If You Believe.npy,408
Dan Bern,God Said No,Dan Bern_God Said No.npy,377
Shemekia Copeland,"Wild, Wild Woman","Shemekia Copeland_Wild, Wild Woman.npy",110
Marc Anthony,Vivir Mi Vida,Marc Anthony_Vivir Mi Vida.npy,298
Henry Mancini,Moon River(Vocal Audrey Hepburn),Henry Mancini_Moon River(Vocal Audrey Hepburn).npy,409
Ace Frehley,"10,000 Volts","Ace Frehley_10,000 Volts.npy",106
Zarah Leander,Adieu (2. Aufnahme),Zarah Leander_Adieu (2. Aufnahme).npy,366
Lil’ Keke,Old School,Lil’ Keke_Old School.npy,406
Rodney Crowell,Stars on the Water,Rodney Crowell_Stars on the Water.npy,179
Pieta Brown,Lullaby,Pieta Brown_Lullaby.npy,53
Kathy Troccoli,Psalm 23,Kathy Troccoli_Psalm 23.npy,178
James Taylor,Fire and Rain,James Taylor_Fire and Rain.npy,213
Ennio Morricone,The Ecstasy of Gold,Ennio Morricone_The Ecstasy of Gold.npy,434
Merle Haggard,Going Where the Lonely Go,Merle Haggard_Going Where the Lonely Go.npy,381
Stevie Ray Vaughan & Double Trouble,Life by the Drop,Stevie Ray Vaughan & Double Trouble_Life by the Drop.npy,21
Eros Ramazzotti,Più bella cosa,Eros Ramazzotti_Più bella cosa.npy,263
Chris Botti,Lisa,Chris Botti_Lisa.npy,233
Jose Alfredo Jimenez,Pa_ Todo el Año,Jose Alfredo Jimenez_Pa_ Todo el Año.npy,424
Gillian Welch,Annabelle,Gillian Welch_Annabelle.npy,232
Henry Mancini,Lujon,Henry Mancini_Lujon.npy,409
Tori Amos,Caught a Lite Sneeze,Tori Amos_Caught a Lite Sneeze.npy,158
Rabih Abou-Khalil,Requiem,Rabih Abou-Khalil_Requiem.npy,385
Christopher Lennertz,"Stand Strong, Stand Together","Christopher Lennertz_Stand Strong, Stand Together.npy",136
Van Morrison,Someone Like You,Van Morrison_Someone Like You.npy,327
Harry Belafonte,Jump In The Line,Harry Belafonte_Jump In The Line.npy,23
James Cotton,Cotton Crop Blues,James Cotton_Cotton Crop Blues.npy,372
Pastor Troy,Oh Father,Pastor Troy_Oh Father.npy,25
Mac Dre,Make You Mine,Mac Dre_Make You Mine.npy,159
Stephen Bishop,The Heart Is So Willing,Stephen Bishop_The Heart Is So Willing.npy,42
Michael Jackson,Beat It,Michael Jackson_Beat It.npy,191
Renaud,Laisse béton,Renaud_Laisse béton.npy,81
Duke Ellington,C Jam Blues,Duke Ellington_C Jam Blues.npy,294
Syl Johnson,Anyway the Wind Blows,Syl Johnson_Anyway the Wind Blows.npy,262
Ani DiFranco,Both Hands,Ani DiFranco_Both Hands.npy,103
Roy Orbison,California Blue,Roy Orbison_California Blue.npy,292
Linda Ronstadt,Blue Bayou,Linda Ronstadt_Blue Bayou.npy,410
Gusttavo Lima,Saudade da Minha Vida (Ao Vivo),Gusttavo Lima_Saudade da Minha Vida (Ao Vivo).npy,210
Rev. Blind Gary Davis,Jesus Is Everywhere,Rev. Blind Gary Davis_Jesus Is Everywhere.npy,171
Peter Tosh,Reggae Mylitis (2002 Remaster),Peter Tosh_Reggae Mylitis (2002 Remaster).npy,334
Houston Person,Chains Of Love,Houston Person_Chains Of Love.npy,161
Martina McBride,A Broken Wing,Martina McBride_A Broken Wing.npy,116
John Gorka,Always,John Gorka_Always.npy,170
Chaka Khan,Ain_t Nobody,Chaka Khan_Ain_t Nobody.npy,143
Tanya Tucker,(Without You) What Do I Do With Me,Tanya Tucker_(Without You) What Do I Do With Me.npy,113
Dan Fogelberg,Rhythm of the Rain,Dan Fogelberg_Rhythm of the Rain.npy,4
James Horner,The bioluminescence of the night,James Horner_The bioluminescence of the night.npy,365
Roland Kaiser,Sag mir wann,Roland Kaiser_Sag mir wann.npy,420
Liam Gallagher,Everything_s Electric,Liam Gallagher_Everything_s Electric.npy,236
Tim McGraw,My Best Friend,Tim McGraw_My Best Friend.npy,330
Bass Mekanik,Bass Mechanic,Bass Mekanik_Bass Mechanic.npy,83
Neil Sedaka,"Happy Birthday, Sweet Sixteen","Neil Sedaka_Happy Birthday, Sweet Sixteen.npy",400
Blind Willie Johnson,It_s Nobody_s Fault But Mine,Blind Willie Johnson_It_s Nobody_s Fault But Mine.npy,149
Sundrenched,Gold Embroidered Flowers,Sundrenched_Gold Embroidered Flowers.npy,426
Britney Spears,Oops!...I Did It Again,Britney Spears_Oops!...I Did It Again.npy,238
Céline Dion,My Heart Will Go On (Love Theme from _Titanic_),Céline Dion_My Heart Will Go On (Love Theme from _Titanic_).npy,151
Tim McGraw,Standing Room Only,Tim McGraw_Standing Room Only.npy,330
SEKAI NO OWARI,Diary,SEKAI NO OWARI_Diary.npy,65
Rick Springfield,I_ve Done Everything for You,Rick Springfield_I_ve Done Everything for You.npy,368
Jonathan Butler,Take Good Care of Me,Jonathan Butler_Take Good Care of Me.npy,394
John Tejada,Unstable Condition,John Tejada_Unstable Condition.npy,412
Billy Joel,Movin_ Out (Anthony_s Song),Billy Joel_Movin_ Out (Anthony_s Song).npy,206
Benito Lertxundi,Mundurat eman ninduzun,Benito Lertxundi_Mundurat eman ninduzun.npy,67
Joe Castro,I Want To Be Happy,Joe Castro_I Want To Be Happy.npy,278
Ewan MacColl,The ballad of Ho Chi Min,Ewan MacColl_The ballad of Ho Chi Min.npy,258
James Horner,The Ludlows,James Horner_The Ludlows.npy,365
Sarah Fimm,Afraid,Sarah Fimm_Afraid.npy,174
Bessie Smith,St Louis Blues - Original Mono,Bessie Smith_St Louis Blues - Original Mono.npy,378
Otis Redding,My Girl,Otis Redding_My Girl.npy,431
David Bromberg,Kansas City,David Bromberg_Kansas City.npy,287
Swum,Fuji.,Swum_Fuji..npy,194
Jim Brickman,Over The Rainbow,Jim Brickman_Over The Rainbow.npy,408
Nina Simone,Don_t Let Me Be Misunderstood,Nina Simone_Don_t Let Me Be Misunderstood.npy,167
B! Machine,The Other Girl,B! Machine_The Other Girl.npy,202
Elvin Bishop,Fishin_,Elvin Bishop_Fishin_.npy,27
Andre Nickatina,Powda 4 The Hoes,Andre Nickatina_Powda 4 The Hoes.npy,268
Elliott Smith,Say Yes,Elliott Smith_Say Yes.npy,124
Eddie Money,Baby Hold On (2022 Remaster),Eddie Money_Baby Hold On (2022 Remaster).npy,17
Ann Hampton Callaway,Stealin_ Away,Ann Hampton Callaway_Stealin_ Away.npy,234
Melissa Horn,Aldrig vågat,Melissa Horn_Aldrig vågat.npy,164
Lisa Stansfield,This Is The Right Time,Lisa Stansfield_This Is The Right Time.npy,139
Julio Jaramillo,Que Nadie Sepa Mi Sufrir,Julio Jaramillo_Que Nadie Sepa Mi Sufrir.npy,134
Paul Cardall,God Be With You Till We Meet Again,Paul Cardall_God Be With You Till We Meet Again.npy,423
Linda Ronstadt,Long Long Time,Linda Ronstadt_Long Long Time.npy,410
Gustavo Cerati,Cosas Imposibles,Gustavo Cerati_Cosas Imposibles.npy,87
Eros Ramazzotti,Cuanto Amor Me Das,Eros Ramazzotti_Cuanto Amor Me Das.npy,263
Paloma Faith,Upside Down,Paloma Faith_Upside Down.npy,184
José Alfredo Jiménez,No Me Amenaces,José Alfredo Jiménez_No Me Amenaces.npy,438
Andrea Berg,Die Gefühle haben Schweigepflicht,Andrea Berg_Die Gefühle haben Schweigepflicht.npy,52
Todd Rundgren,It Wouldn_t Have Made Any Difference,Todd Rundgren_It Wouldn_t Have Made Any Difference.npy,185
Paul Simon,Kodachrome,Paul Simon_Kodachrome.npy,140
Bass Mekanik,Bass Zone,Bass Mekanik_Bass Zone.npy,83
Vanilla Ice,Insane In The Brain,Vanilla Ice_Insane In The Brain.npy,322
Michael Hedges,Woman of the World,Michael Hedges_Woman of the World.npy,291
Taylor Dayne,I_ll Be Your Shelter,Taylor Dayne_I_ll Be Your Shelter.npy,306
Tanya Tucker,Delta Dawn,Tanya Tucker_Delta Dawn.npy,113
Angela Bofill,This Time I_ll Be Sweeter,Angela Bofill_This Time I_ll Be Sweeter.npy,242
David Allan Coe,Need a Little Time off for Bad Behavior,David Allan Coe_Need a Little Time off for Bad Behavior.npy,13
Kenny Chesney,"No Shoes, No Shirt, No Problems","Kenny Chesney_No Shoes, No Shirt, No Problems.npy",255
Tony Bennett,For Once in My Life,Tony Bennett_For Once in My Life.npy,93
Sara Evans,You_ll Always Be My Baby,Sara Evans_You_ll Always Be My Baby.npy,82
Bob Dylan,Knockin_ On Heaven_s Door,Bob Dylan_Knockin_ On Heaven_s Door.npy,223
Syl Johnson,Let Yourself Go,Syl Johnson_Let Yourself Go.npy,262
Ace Frehley,Cosmic Heart,Ace Frehley_Cosmic Heart.npy,106
Duke Robillard,Love Slipped In,Duke Robillard_Love Slipped In.npy,177
Frank Klepacki,Grinder 2,Frank Klepacki_Grinder 2.npy,318
Victor Manuel,Ay Amor (Remasterizado),Victor Manuel_Ay Amor (Remasterizado).npy,37
R.Kelly,When a Woman_s Fed Up,R.Kelly_When a Woman_s Fed Up.npy,301
Victor Manuel,Asturias,Victor Manuel_Asturias.npy,37
SEKAI NO OWARI,UTOPIA,SEKAI NO OWARI_UTOPIA.npy,65
Carole King,Far Away,Carole King_Far Away.npy,182
Nils Lofgren,Ain_t The Truth Enough,Nils Lofgren_Ain_t The Truth Enough.npy,77
Sarah Vaughan,Black Coffee,Sarah Vaughan_Black Coffee.npy,73
Cuco Sánchez,Hace un Año,Cuco Sánchez_Hace un Año.npy,270
David Nevue,As the Deer,David Nevue_As the Deer.npy,260
Barbra Streisand,Memory,Barbra Streisand_Memory.npy,261
The Hit Crew,Congratulations,The Hit Crew_Congratulations.npy,31
Beyoncé,Single Ladies (Put a Ring on It),Beyoncé_Single Ladies (Put a Ring on It).npy,276
Ween,Buckingham Green,Ween_Buckingham Green.npy,244
Travis Tritt,Here_s a Quarter (Call Someone Who Cares),Travis Tritt_Here_s a Quarter (Call Someone Who Cares).npy,99
Mariah Carey,All I Want for Christmas Is You,Mariah Carey_All I Want for Christmas Is You.npy,342
Wolfgang Ambros,Erste große Liebe,Wolfgang Ambros_Erste große Liebe.npy,308
Roland Kaiser,Freunde bleiben,Roland Kaiser_Freunde bleiben.npy,420
Lonnie Brooks,"Move Over, Little Dog","Lonnie Brooks_Move Over, Little Dog.npy",198
Paloma Faith,Better Than This,Paloma Faith_Better Than This.npy,184
Desert Dwellers,Trail of Nomads,Desert Dwellers_Trail of Nomads.npy,51
Gustavo Cerati,Me Quedo Aquí,Gustavo Cerati_Me Quedo Aquí.npy,87
George Jones,Choices,George Jones_Choices.npy,175
Silly,Bye Bye,Silly_Bye Bye.npy,219
Ramin Djawadi,Goodbye Brother,Ramin Djawadi_Goodbye Brother.npy,217
Liz Story,Greensleeves (What Child Is This ) from A Winter_s Solstice (1985 Version),Liz Story_Greensleeves (What Child Is This ) from A Winter_s Solstice (1985 Version).npy,433
R.Kelly,You Remind Me of Something,R.Kelly_You Remind Me of Something.npy,301
Kate Bush,Hounds Of Love,Kate Bush_Hounds Of Love.npy,428
Alanis Morissette,You Oughta Know,Alanis Morissette_You Oughta Know.npy,325
Gucci Mane,Break Up,Gucci Mane_Break Up.npy,100
Joan Manuel Serrat,Mediterraneo,Joan Manuel Serrat_Mediterraneo.npy,16
Doris Day,Stand by Your Man,Doris Day_Stand by Your Man.npy,363
Richard Cheese,Baby Got Back,Richard Cheese_Baby Got Back.npy,345
Lil B,Swag Like Ohio,Lil B_Swag Like Ohio.npy,246
Melissa Manchester,Just Too Many People,Melissa Manchester_Just Too Many People.npy,44
Beyoncé,Halo,Beyoncé_Halo.npy,276
Colin James,You Were Never Mine,Colin James_You Were Never Mine.npy,96
Melissa Ferrick,Closer,Melissa Ferrick_Closer.npy,117
Jo Dee Messina,Lesson In Leavin_,Jo Dee Messina_Lesson In Leavin_.npy,192
Eddie Money,Endless Nights,Eddie Money_Endless Nights.npy,17
Elliott Smith,Speed Trials,Elliott Smith_Speed Trials.npy,124
Bass Mekanik,King Of Bass,Bass Mekanik_King Of Bass.npy,83
Sam Cooke,Chain Gang,Sam Cooke_Chain Gang.npy,398
Neil Young,Southern Man,Neil Young_Southern Man.npy,15
JoJo,Leave (Get Out),JoJo_Leave (Get Out).npy,390
Steve Forbert,On The Streets Of This Town,Steve Forbert_On The Streets Of This Town.npy,305
Prince,Adore,Prince_Adore.npy,172
Matthew Sweet,Divine Intervention,Matthew Sweet_Divine Intervention.npy,2
George Skaroulis,Anniversary Song,George Skaroulis_Anniversary Song.npy,311
Seer,Sche wars wenns do warst,Seer_Sche wars wenns do warst.npy,344
Ogie Alcasid,Nandito Ako,Ogie Alcasid_Nandito Ako.npy,76
Johnny Cash,Hurt,Johnny Cash_Hurt.npy,247
Mark Isham,Listen to the Beethoven,Mark Isham_Listen to the Beethoven.npy,286
Lil, Keke_Southside,Lil_ Keke_Southside.npy,71
Bruce Hornsby,Harbor Lights,Bruce Hornsby_Harbor Lights.npy,427
The Haunted,The Flood,The Haunted_The Flood.npy,243
Tinsley Ellis,Your Love_s Like Heroin,Tinsley Ellis_Your Love_s Like Heroin.npy,75
Alice Cooper,Hey Stoopid,Alice Cooper_Hey Stoopid.npy,127
Andrea Berg,Du hast mich tausendmal belogen,Andrea Berg_Du hast mich tausendmal belogen.npy,52
The Hit Crew,Asereje,The Hit Crew_Asereje.npy,31
Leonard Cohen,You Want It Darker,Leonard Cohen_You Want It Darker.npy,63
Bette Midler,Wind Beneath My Wings,Bette Midler_Wind Beneath My Wings.npy,429
Charlie Musselwhite,Christo Redemptor,Charlie Musselwhite_Christo Redemptor.npy,0
Chelsea Wolfe,Dusk,Chelsea Wolfe_Dusk.npy,94
Jerry Reed,You Took All the Ramblin_ Out of Me,Jerry Reed_You Took All the Ramblin_ Out of Me.npy,296
Collide,Razor Sharp,Collide_Razor Sharp.npy,379
Jason Upton,Never Alone Martin,Jason Upton_Never Alone Martin.npy,341
Gisselle,Quiero Estar Contigo,Gisselle_Quiero Estar Contigo.npy,47
Jo Dee Messina,Stand Beside Me,Jo Dee Messina_Stand Beside Me.npy,192
Stephen Bishop,Little Italy,Stephen Bishop_Little Italy.npy,42
Gigi D,Agostino_L_amour Toujours(Tanzen Vision Rmx),Gigi D_Agostino_L_amour Toujours(Tanzen Vision Rmx).npy,300
Angela Bofill,I Try,Angela Bofill_I Try.npy,242
Cosmicity,The Moment,Cosmicity_The Moment.npy,361
Víctor Manuelle,No Quería Engañarte,Víctor Manuelle_No Quería Engañarte.npy,121
